AREA;CATEGORIA
Media Literacy e Educação;Artigo publicado em anais
Estética, Design e Cultura Popular;Artigo publicado em anais
Internet e Política;Capítulo de livro
Estética, Design e Cultura Popular;Artigo publicado em anais
Estética, Design e Cultura Popular;Artigo publicado em periódico
Redes Sociais, Contágio e Difusão;Artigo publicado em anais
Sociologia dos Afetos e Emoções;Capítulo de livro
Redes Sociais, Contágio e Difusão;Capítulo de livro
Sociologia dos Afetos e Emoções;Capítulo de livro
Comunidades Virtuais e Subculturas;Capítulo de livro
Internet e Política;Capítulo de livro
Comunidades Virtuais e Subculturas;Capítulo de livro
Psicologia, Subjetividades e Cognição;Capítulo de livro
Internet e Política;Artigo inédito
Estética, Design e Cultura Popular;Capítulo de livro
Comunidades Virtuais e Subculturas;Artigo inédito
Sociobiologia e Filosofia;Livro
Internet e Política;Artigo inédito
Sociologia dos Afetos e Emoções;Artigo inédito
Estética, Design e Cultura Popular;Artigo inédito
Teoria da Narrativa e Linguagem;Artigo inédito
Comunidades Virtuais e Subculturas;Artigo publicado em anais
Redes Sociais, Contágio e Difusão;Artigo inédito
Internet e Política;Artigo publicado em anais
Redes Sociais, Contágio e Difusão;Artigo publicado em anais
Comunidades Virtuais e Subculturas;Artigo inédito
Internet e Política;Artigo inédito
Redes Sociais, Contágio e Difusão;Artigo inédito
Estética, Design e Cultura Popular;Artigo publicado em periódico
Comunidades Virtuais e Subculturas;Livro
Psicologia, Subjetividades e Cognição;Livro
Teoria da Narrativa e Linguagem;Livro
Comunidades Virtuais e Subculturas;Livro
Comunidades Virtuais e Subculturas;Livro
Comunidades Virtuais e Subculturas;Livro
Sociobiologia e Filosofia;Livro
